TransactionID,Time_of_day_hr,Amount,V1,V2,V3,Class
7884,3.16,66.99,-1.718,-0.335,0.025,0
7885,13.52,560.8,-1.606,1.434,0.962,0
7886,23.46,22.35,-0.665,1.6,-0.448,0
7887,12.21,26.24,-0.063,-0.516,-0.44,0
7888,2.86,14.76,-1.54,0.472,0.801,0
7889,11.98,62.96,-1.244,1.594,1.314,0
7890,8.62,14.64,-0.193,0.198,0.127,0
7891,16.08,125.37,0.872,0.422,-2.699,0
7892,14.31,11.95,0.126,2.826,-0.59,0
7893,16.79,5.41,-1.278,0.415,-0.595,0
7894,6.6,12.93,-0.362,-1.102,-1.333,0
7895,11.6,18.71,-0.804,-2.097,0.536,0
7896,14.91,9.95,0.48,-0.583,-0.026,0
7897,11.74,5.36,-0.397,-0.314,-2.578,0
7898,19.57,91.49,0.621,0.141,-2.421,0
7899,17.67,17.44,-0.287,0.518,0.925,0
7900,19.8,58.28,-0.756,-0.046,0.45,0
7901,18.25,94.54,-0.863,0.928,2.5,0
7902,10.17,8.95,0.015,0.67,-0.788,0
7903,0.74,29.36,0.298,-0.946,2.798,0
7904,1.35,88.98,2.364,0.139,-1.439,0
7905,21.87,175.0,0.047,0.806,-1.294,0
7906,12.94,251.44,-1.635,0.9,1.397,0
7907,9.15,24.33,1.922,-0.286,-0.088,0
7908,11.29,32.11,2.961,-0.534,-2.186,0
7909,18.98,48.47,1.095,1.291,-0.672,0
7910,16.02,10.42,0.072,-0.119,-1.496,0
7911,8.06,277.95,-1.908,-1.541,0.745,0
7912,5.19,307.18,-1.787,1.453,1.422,0
7913,17.04,18.45,0.29,1.702,0.196,0
7914,10.16,53.51,-0.323,-0.736,-0.333,0
7915,15.22,19.87,-0.303,-0.523,-0.738,0
7916,4.07,64.95,-1.584,0.677,-0.296,0
7917,6.05,22.6,0.251,-2.248,-0.334,0
7918,21.57,26.99,0.649,-0.195,0.675,0
7919,12.76,42.5,1.554,-0.965,0.198,0
7920,13.47,253.48,-2.554,-0.161,-1.99,0
7921,19.42,109.72,-1.72,0.81,1.374,0
7922,11.54,60.48,0.789,1.329,-1.971,0
7923,9.05,155.04,-1.516,-0.207,-1.395,0
7924,12.16,67.03,-0.441,-0.796,0.556,0
7925,15.13,17.54,-0.067,2.269,1.505,0
7926,15.45,95.9,-1.512,-1.277,0.457,0
7927,14.22,360.8,0.144,-1.293,-0.839,0
7928,8.27,11.79,-2.023,-1.663,1.456,0
7929,6.62,14.7,2.062,-0.321,-2.556,0
7930,19.95,49.17,0.897,-1.949,-0.069,0
7931,14.21,46.86,0.582,-1.901,-0.202,0
7932,20.11,169.34,-0.576,2.248,-1.421,0
7933,11.64,17.79,0.564,1.182,2.57,0
7934,15.83,12.95,0.115,0.719,-1.092,0
7935,13.77,7.17,0.391,-1.116,-1.822,0
7936,6.76,108.25,0.535,-1.888,0.201,0
7937,2.8,174.64,0.051,1.619,0.973,0
7938,16.89,13.31,-1.075,-0.202,-0.309,0
7939,11.42,27.81,0.224,1.007,3.269,0
7940,14.0,38.53,0.606,-2.15,-0.73,0
7941,12.04,24.43,0.883,-1.866,3.658,0
7942,10.02,49.6,-1.604,-1.475,-0.219,0
7943,17.35,46.39,-0.059,-1.513,0.028,0
7944,13.29,89.5,-0.084,-0.844,-0.947,0
7945,9.46,39.19,-1.286,-0.369,-2.054,0
7946,14.73,52.16,0.062,-0.026,0.484,0
7947,23.24,57.41,-0.224,-1.128,0.42,0
7948,22.61,52.58,1.017,2.008,-0.979,0
7949,15.45,266.06,0.422,0.234,0.084,0
7950,2.84,38.19,-0.873,-0.184,1.385,0
7951,16.07,39.46,0.109,-1.921,1.927,0
7952,12.99,17.25,-0.161,0.327,-0.106,0
7953,12.24,173.17,-1.352,0.832,0.404,0
7954,10.42,35.88,-1.856,-0.554,2.061,0
7955,14.73,112.19,0.558,-0.898,0.318,0
7956,13.16,7.79,1.84,-0.276,-1.12,0
7957,14.65,185.72,-3.624,-0.944,-1.77,0
7958,13.33,119.92,-0.863,-0.551,-0.447,0
7959,6.87,103.57,-1.181,-0.158,-0.89,0
7960,16.37,6.39,-0.414,-2.534,-2.237,0
7961,3.16,85.27,2.236,0.171,-0.062,0
7962,16.56,31.14,1.301,-1.687,-1.527,0
7963,16.32,102.03,1.74,-2.238,-3.75,0
7964,20.98,12.22,-1.384,0.707,-0.362,0
7965,12.81,37.64,-1.279,0.046,-0.293,0
7966,11.67,30.57,-0.748,-0.156,1.786,0
7967,20.58,137.12,1.078,0.161,-0.83,0
7968,7.28,11.68,-1.362,0.098,0.933,0
7969,15.96,23.82,0.452,-0.6,-0.943,0
7970,19.55,59.66,-0.075,-0.003,2.258,0
7971,11.7,43.39,-1.02,0.612,-0.771,0
7972,14.25,83.38,2.369,1.238,1.072,0
7973,9.09,76.33,-0.612,-2.3,0.233,0
7974,2.61,106.81,0.591,0.74,-0.164,0
7975,14.03,16.54,-1.876,0.407,-1.275,0
7976,21.34,42.11,1.011,1.012,-0.877,0
7977,8.08,56.29,-1.975,-0.611,0.181,0
7978,13.83,88.2,-1.547,1.435,0.161,0
7979,11.79,292.1,-3.403,-0.352,1.083,0
7980,7.99,20.75,0.872,1.905,0.472,0
7981,21.58,84.5,-0.676,0.54,0.674,0
7982,17.22,3.72,0.218,-0.554,0.255,0
7983,22.53,524.13,1.797,-0.368,0.054,0
7984,15.17,148.49,0.912,-0.107,2.235,0
7985,8.47,361.29,-0.585,0.709,2.258,0
7986,14.51,23.89,1.043,-0.955,-0.422,0
7987,18.45,32.23,1.61,-0.55,2.037,0
7988,7.52,27.95,-0.595,0.936,0.325,0
7989,5.94,51.11,-1.698,-0.823,1.037,0
7990,20.14,39.87,2.95,1.512,1.117,0
7991,13.13,17.87,1.106,0.487,1.065,0
7992,12.0,9.84,0.073,-0.154,-0.268,0
7993,16.72,6.98,-0.05,0.707,0.983,0
7994,9.23,87.79,-0.226,-0.765,-0.735,0
7995,16.1,11.26,0.773,0.525,1.698,0
7996,14.6,62.29,-0.434,-0.083,-4.343,0
7997,12.43,541.69,-1.287,-0.447,0.024,0
7998,13.0,79.66,-0.161,-1.109,-1.727,0
7999,10.01,39.08,0.493,-0.914,-2.309,0
8000,18.03,38.73,2.022,0.424,0.191,0
8001,13.21,160.85,-2.439,0.415,0.819,0
8002,16.25,16.32,-1.178,0.991,-1.685,0
8003,11.78,58.36,0.854,1.365,-1.806,0
8004,11.81,26.59,-0.779,1.47,-1.69,0
8005,19.29,31.74,3.739,-0.173,0.376,0
8006,14.12,15.49,1.333,-0.391,-1.445,0
8007,15.18,32.73,-2.639,-0.346,-0.253,0
8008,17.08,15.8,1.159,2.033,-0.102,0
8009,8.21,50.84,0.641,1.295,1.821,0
8010,15.51,27.23,-0.219,-0.263,-2.541,0
8011,5.5,94.66,0.151,-0.58,-2.872,0
8012,22.39,211.78,-0.37,2.009,-0.604,0
8013,9.21,74.98,-1.196,-0.908,-1.41,0
8014,3.68,177.91,1.674,-1.067,-1.647,0
8015,9.49,37.14,-0.254,-2.572,-0.556,0
8016,3.49,18.27,-0.536,0.495,0.251,0
8017,2.51,69.01,-0.23,-0.974,2.008,0
8018,4.06,214.31,0.368,-1.531,1.889,0
8019,16.36,157.11,-0.814,-0.453,0.302,0
8020,15.06,33.6,-0.619,0.141,0.47,0
8021,15.06,139.52,0.039,0.143,0.308,0
8022,9.06,46.02,-0.933,-0.286,0.05,0
8023,8.22,22.71,0.369,0.753,-3.698,0
8024,13.78,15.25,0.716,0.13,0.136,0
8025,14.26,73.41,2.582,-1.456,-0.662,0
8026,8.94,56.27,0.808,0.731,-0.821,0
8027,14.22,175.94,1.044,-0.08,0.264,0
8028,20.69,35.36,0.002,-0.708,0.248,0
8029,1.37,16.13,-0.853,0.747,1.193,0
8030,21.69,19.23,0.922,-0.704,1.64,0
8031,12.44,533.78,0.305,-0.755,1.779,0
8032,15.34,95.13,2.725,0.316,-1.771,0
8033,4.16,117.88,-1.211,0.231,1.849,0
8034,19.56,15.32,0.459,-0.479,1.117,0
8035,15.85,6.84,0.095,-2.018,-1.184,0
8036,15.28,46.7,1.738,2.14,-0.97,0
8037,7.99,19.61,2.134,-1.175,-0.786,0
8038,22.65,25.27,-0.026,-2.554,-0.25,0
8039,20.92,50.0,-0.413,1.253,2.333,0
8040,21.54,36.67,0.422,1.38,0.104,0
8041,6.21,52.33,-0.495,-1.328,-0.062,0
8042,17.36,72.66,1.061,-1.483,1.539,0
8043,18.01,31.14,-1.3,0.175,0.967,0
8044,12.7,38.19,0.725,0.254,0.674,0
8045,10.27,33.37,1.447,0.728,-1.438,0
8046,16.15,51.96,-0.221,-0.585,0.996,0
8047,18.21,13.8,-1.185,1.147,0.078,0
8048,8.03,8.32,-1.046,0.606,-1.672,0
8049,19.38,33.56,-0.114,-1.183,1.732,0
8050,20.86,23.15,-0.567,0.147,-3.591,0
8051,12.92,6.81,-2.276,0.06,-1.236,0
8052,1.38,15.56,0.562,-0.521,-2.796,0
8053,10.91,35.82,-1.513,-0.028,0.197,0
8054,16.17,25.53,-1.655,-0.221,-2.815,0
8055,23.67,23.96,1.827,0.856,2.048,0
8056,19.67,51.56,-0.733,0.138,-1.25,0
8057,14.45,55.3,0.253,0.623,0.366,0
8058,18.86,200.34,0.375,1.129,2.074,0
8059,13.91,15.37,-0.328,0.626,0.644,0
8060,15.03,35.31,0.418,0.366,-0.929,0
8061,11.99,16.84,-1.786,0.519,-1.257,0
8062,15.0,11.82,-0.329,-1.359,0.154,0
8063,8.0,26.76,-0.253,0.662,0.325,0
8064,9.4,38.0,0.519,-0.435,1.365,0
8065,17.13,182.93,-0.878,-0.014,-0.129,0
8066,22.4,43.42,-0.231,1.582,0.019,0
8067,11.02,22.86,-1.332,0.213,0.538,0
8068,12.88,36.64,-0.742,0.975,-0.532,0
8069,9.56,16.46,-0.045,-0.903,-0.459,0
8070,3.34,31.9,-0.355,0.692,-0.58,0
8071,8.84,45.09,0.682,-0.774,-0.452,0
8072,5.43,70.84,1.425,-0.357,-0.116,0
8073,12.55,15.98,-1.753,-0.612,1.816,0
8074,16.05,33.15,0.545,1.684,-3.763,0
8075,15.76,65.4,-0.822,0.222,0.34,0
8076,20.25,16.65,0.618,-0.854,1.833,0
8077,13.87,16.23,0.113,-0.244,2.163,0
8078,15.39,96.8,1.198,0.792,0.361,0
8079,17.2,15.71,1.177,0.078,1.819,0
8080,6.27,41.94,0.911,0.291,-3.688,0
8081,8.95,34.3,0.327,0.519,0.83,0
8082,6.41,116.04,-1.683,0.009,-0.204,0
8083,15.54,40.16,-0.486,-0.609,1.701,0
8084,12.61,8.34,-0.121,-0.555,-0.349,0
8085,22.89,5.43,-0.204,-0.606,-0.138,0
8086,17.77,29.32,-1.781,0.12,0.314,0
8087,5.06,77.55,1.206,0.383,-0.5,0
8088,8.59,23.31,-2.215,-0.707,-0.474,0
8089,16.63,17.77,2.189,1.776,2.85,0
8090,8.71,15.71,2.366,2.852,1.025,0
8091,13.41,80.04,-0.212,-1.478,1.8,0
8092,11.8,57.06,1.429,1.713,0.542,0
8093,4.77,48.88,-1.961,-0.16,-1.428,0
8094,5.21,105.52,2.862,-0.149,-0.127,0
8095,5.14,11.98,1.78,-0.544,1.363,0
8096,14.95,38.61,-0.496,0.065,-1.871,0
8097,19.09,48.96,0.006,-1.059,1.202,0
8098,22.88,54.71,0.09,0.863,1.299,0
8099,2.67,248.52,0.404,-2.688,1.662,1
8100,22.2,14.72,0.006,-0.699,-1.953,0
8101,15.58,182.55,0.317,0.547,-0.049,0
8102,11.01,61.27,0.439,0.113,-4.001,0
8103,19.33,139.25,-0.745,-0.817,-0.804,0
8104,19.67,95.55,1.221,-1.205,-1.707,0
8105,5.32,281.85,0.86,-0.366,0.436,0
8106,15.41,28.68,2.639,-0.366,-1.946,0
8107,10.16,45.88,0.034,-0.347,3.228,0
8108,8.57,15.58,0.963,-0.891,-1.402,0
8109,12.01,54.0,-2.06,-1.315,0.287,0
8110,6.05,22.66,0.392,-0.29,-0.748,0
8111,12.43,41.14,-1.189,0.637,1.507,0
8112,9.88,37.38,-0.701,-0.079,-0.361,0
8113,22.0,101.77,-0.41,-0.55,-0.81,0
8114,22.87,9.5,1.497,0.065,0.39,0
8115,13.87,49.92,0.527,-1.366,2.209,0
8116,15.84,76.24,0.052,-1.579,-0.639,0
8117,8.79,65.41,-0.044,0.817,-1.356,0
8118,0.13,82.05,0.508,-1.053,-1.799,0
8119,13.25,11.19,0.494,-1.675,-0.62,0
8120,7.08,67.29,1.132,-0.271,1.677,0
8121,14.36,32.56,1.112,0.696,0.564,0
8122,4.11,28.81,-1.176,0.581,-2.271,0
8123,17.02,41.31,-4.384,2.537,-1.456,0
8124,15.0,41.76,0.207,0.964,0.821,0
8125,21.71,10.27,0.859,1.612,-1.684,0
8126,19.69,40.03,-1.144,1.968,-1.078,0
8127,13.9,60.63,-0.084,0.491,-1.457,0
8128,12.73,69.75,0.569,0.927,-0.3,0
8129,17.14,16.23,1.811,-2.003,0.866,0
8130,23.1,68.6,-1.653,2.05,-0.805,0
8131,19.09,42.32,-0.673,1.512,-2.669,0
8132,16.75,50.76,1.909,0.817,1.607,0
8133,15.49,592.28,-1.314,-0.047,1.077,0
8134,18.34,320.02,0.793,1.285,1.615,0
8135,5.05,13.38,0.37,-2.143,-1.148,0
8136,15.46,19.8,-0.892,0.449,1.304,0
8137,14.22,58.33,0.37,0.931,-0.284,0
8138,23.75,55.92,-1.686,-2.585,2.818,0
8139,8.04,41.83,-3.279,0.126,-0.217,0
8140,7.54,41.81,0.447,0.64,-1.184,0
8141,12.53,345.67,0.374,-1.732,2.683,0
8142,19.97,59.7,2.323,0.03,-0.62,0
8143,5.86,34.31,-1.543,0.432,1.593,0
8144,13.03,68.69,-1.961,-0.2,-1.788,0
8145,16.04,5.81,-0.623,-1.025,-1.089,0
8146,12.78,46.9,0.645,0.318,1.942,0
8147,18.44,90.47,1.104,-1.709,-0.37,0
8148,13.71,11.85,-1.19,-0.194,-0.197,0
8149,19.05,30.55,0.221,0.079,-0.488,0
8150,14.65,15.35,1.925,-1.481,0.516,0
8151,1.45,66.35,-1.368,-1.533,-0.805,0
8152,14.72,73.34,0.204,0.266,-0.773,0
8153,17.91,58.63,0.044,-1.802,1.698,0
8154,9.7,17.82,-0.426,-0.68,-1.701,0
8155,8.88,68.38,0.426,-1.853,0.562,0
8156,12.1,107.47,3.068,-0.513,-0.257,0
8157,19.36,57.03,-0.139,-1.521,-0.697,0
8158,18.55,46.45,-1.706,1.385,-0.891,0
8159,1.13,13.37,2.22,-0.26,0.153,0
8160,18.49,4.77,-0.174,0.071,1.494,0
8161,8.99,34.12,-0.125,2.398,1.596,0
8162,11.99,21.09,0.359,0.243,1.055,0
8163,16.78,35.95,-0.421,-1.427,-1.091,0
8164,21.73,525.81,0.11,0.783,-0.339,0
8165,23.58,26.42,2.807,0.603,-1.548,0
8166,9.94,9.36,-0.816,0.343,-1.302,0
8167,14.95,9.16,2.949,0.862,1.467,0
8168,14.31,49.05,2.26,-0.952,-1.16,0
8169,6.15,21.61,1.116,-0.006,2.795,0
8170,10.25,39.55,-0.302,0.427,0.384,0
8171,19.43,26.63,-0.727,-0.81,-1.744,0
8172,17.36,166.55,-2.167,-1.208,-1.687,0
8173,12.01,69.18,0.128,-0.406,-0.652,0
8174,15.85,37.92,-0.136,-0.561,-1.367,0
8175,17.91,12.86,0.762,-0.229,-2.532,0
8176,8.3,16.23,1.176,1.295,0.089,0
8177,18.01,25.36,0.224,-0.519,-1.306,0
8178,19.84,4.21,0.28,0.425,0.643,0
8179,23.83,36.65,0.732,-0.222,-0.042,0
8180,9.11,48.67,-0.002,-0.08,-0.362,0
8181,10.8,112.37,0.371,0.91,-0.208,0
8182,12.61,8.94,-2.012,-0.072,1.295,0
8183,14.72,94.69,0.334,0.076,-1.474,0
8184,2.22,162.02,-2.226,0.119,0.522,0
8185,15.74,126.42,1.518,-1.131,-0.856,0
8186,7.35,53.28,0.311,-0.666,1.299,0
8187,18.39,48.99,-0.103,1.473,-1.118,0
8188,15.98,113.75,-0.346,0.421,-1.365,0
8189,23.75,82.63,2.122,-1.021,0.956,0
8190,10.39,36.02,0.809,-0.664,1.05,0
8191,15.67,47.4,0.172,-0.589,-0.452,0
8192,18.74,294.12,-0.347,1.392,1.669,0
8193,0.29,14.87,0.106,-1.639,-0.701,0
8194,15.93,45.44,-0.71,0.959,0.858,0
8195,14.15,100.82,-1.783,0.079,0.522,0
8196,5.22,37.09,-0.105,0.037,-0.854,0
8197,8.76,5.69,0.507,-1.092,0.64,0
8198,10.25,43.81,-0.893,-0.637,0.431,0
8199,9.42,20.07,1.804,-1.726,-0.965,0
8200,18.24,225.74,-0.608,0.838,-0.929,0
8201,15.65,10.67,1.09,0.042,2.11,0
8202,16.05,159.53,0.561,-0.551,-2.439,0
8203,23.63,40.27,-1.22,0.061,1.141,0
8204,19.21,32.29,0.365,-0.883,0.342,0
8205,9.02,66.0,-1.343,1.014,0.986,0
8206,19.02,88.71,1.907,0.245,0.167,0
8207,18.26,36.07,0.265,0.846,-0.791,0
8208,21.65,13.2,-1.69,1.007,0.648,0
8209,9.07,43.3,1.034,0.607,-1.159,0
8210,11.56,80.87,-0.506,-1.22,-1.221,0
8211,21.88,18.19,-1.461,-0.913,2.007,0
8212,7.64,89.21,0.165,-0.018,0.295,0
8213,7.23,9.57,0.075,-0.046,1.381,0
8214,15.8,28.71,-2.178,-0.37,0.787,0
8215,4.28,46.67,-2.71,1.101,1.728,0
8216,5.59,14.26,-0.947,-0.023,-1.274,0
8217,19.24,26.06,1.118,-0.898,1.424,0
8218,2.67,19.23,1.94,0.005,-1.189,0
8219,12.78,82.23,0.807,-2.514,0.444,0
8220,15.04,57.16,1.22,-0.06,1.321,0
8221,13.35,37.28,0.726,0.054,-0.588,0
8222,11.95,79.54,0.438,1.841,-1.084,0
8223,11.25,405.03,-1.094,-0.218,-3.1,0
8224,4.33,90.41,0.883,-2.306,1.349,0
8225,18.63,79.13,0.199,0.38,-1.045,0
8226,13.21,65.71,1.997,1.958,1.064,0
8227,17.4,32.16,-1.817,0.896,-2.258,0
8228,12.26,15.54,0.684,-0.975,1.716,0
8229,19.39,31.14,1.478,2.021,0.354,0
8230,11.22,780.9,2.061,-0.708,-3.523,0
8231,14.46,43.34,0.226,0.588,0.259,0
8232,18.93,19.63,-1.036,-0.32,0.265,0
8233,21.04,74.88,-1.315,1.457,0.259,0
8234,12.47,97.41,-0.872,2.541,-0.514,0
8235,12.61,20.29,-1.385,0.217,1.373,0
8236,14.77,15.54,0.627,-0.607,0.215,0
8237,17.57,26.35,-0.08,0.037,1.838,0
8238,3.51,66.8,-0.164,1.144,0.866,0
8239,15.01,92.13,1.278,-0.662,-0.547,0
8240,12.2,34.94,0.478,-2.182,-0.485,0
8241,9.13,29.09,0.961,1.553,0.419,0
8242,0.34,65.86,0.106,2.256,-2.072,0
8243,11.31,136.43,1.635,0.246,-3.31,0
8244,9.54,14.97,-1.283,1.115,-2.194,0
8245,13.24,90.89,1.532,-1.567,1.172,0
8246,5.99,156.64,-0.998,-1.629,3.468,0
8247,10.61,23.52,0.692,2.005,-0.409,0
8248,9.04,18.54,-1.846,2.174,-1.575,0
8249,15.26,16.31,-0.331,1.214,2.136,0
8250,21.49,40.13,-0.232,0.786,0.556,0
8251,9.95,78.58,1.223,0.969,0.173,0
8252,10.63,36.92,-0.094,-1.123,0.365,0
8253,17.98,135.83,1.627,0.768,-0.386,0
8254,4.92,19.38,0.119,-0.97,2.991,0
8255,17.08,43.02,1.847,-0.79,1.944,0
8256,1.06,114.44,3.015,0.472,-0.467,0
8257,19.19,9.74,1.033,-1.563,0.226,0
8258,17.45,16.69,-0.826,-2.61,-0.164,0
8259,17.92,53.83,0.422,0.519,-1.819,0
8260,12.8,101.53,-0.696,-1.017,-0.567,0
8261,14.5,85.54,1.857,0.563,-1.768,0
8262,0.45,21.4,0.454,-0.28,-1.099,0
8263,20.65,45.81,0.306,-1.363,-0.841,0
8264,10.78,19.91,0.966,0.839,0.421,0
8265,17.73,11.17,1.621,-1.103,2.035,0
8266,10.41,35.6,-0.922,0.97,1.242,0
8267,10.28,44.72,0.911,0.458,0.984,0
8268,3.34,28.93,-0.16,0.633,-1.983,0
8269,17.73,32.27,1.083,0.255,0.166,0
8270,3.47,62.83,1.642,-0.242,-0.457,0
8271,5.11,129.78,0.231,0.071,1.513,0
8272,13.48,31.89,1.837,-1.52,1.897,0
8273,6.1,105.09,0.984,0.773,-0.051,0
8274,0.33,21.08,-0.789,0.85,1.719,0
8275,20.46,34.09,-0.751,0.995,-0.572,0
8276,13.92,85.89,-0.288,0.41,-1.096,0
8277,11.98,33.91,-0.441,1.716,0.242,0
8278,5.86,178.08,-1.006,-3.06,-0.49,0
8279,13.83,77.32,0.626,0.764,1.46,0
8280,13.71,295.17,0.347,-2.348,0.854,0
8281,12.65,22.68,-0.012,-2.362,1.929,0
8282,5.84,7.2,0.626,-2.792,2.757,0
8283,6.69,95.8,1.934,-0.096,-2.047,0
8284,6.06,58.68,1.073,0.156,1.755,0
8285,9.27,43.51,-1.551,-0.042,-1.583,0
8286,17.75,11.63,0.905,0.093,1.058,0
8287,21.79,16.8,1.102,0.528,2.105,0
8288,17.73,1.31,0.515,1.521,1.221,0
8289,6.44,6.06,1.297,0.507,-1.407,0
8290,11.21,201.23,0.067,0.684,-0.33,0
8291,12.48,52.85,1.033,-0.619,1.637,0
8292,20.08,160.56,-2.415,1.093,-1.423,0
8293,9.05,35.29,-0.193,-0.959,1.966,0
8294,9.02,15.46,-0.669,1.563,-0.825,0
8295,20.96,64.59,0.798,-0.718,-0.285,0
8296,15.31,34.4,-1.503,-1.676,1.815,0
8297,9.3,62.17,-0.628,-0.681,-0.429,0
8298,6.49,23.88,1.172,1.072,-0.656,0
8299,0.82,101.26,-0.098,0.482,2.864,0
8300,16.88,20.79,2.257,-0.622,0.478,0
8301,14.92,103.8,1.119,1.52,1.299,0
8302,16.27,38.48,-1.267,-0.021,-2.849,0
8303,7.95,606.93,-0.224,2.701,1.337,0
8304,12.37,8.94,1.179,-1.413,-0.068,0
8305,10.31,42.42,1.357,1.214,1.133,0
8306,18.44,81.2,-1.154,0.928,0.973,0
8307,17.1,20.59,-2.149,1.119,0.656,0
8308,14.52,22.04,-0.541,1.171,-0.388,0
8309,11.41,77.81,-0.472,0.076,1.753,0
8310,10.88,10.21,0.416,-1.332,-1.158,0
8311,11.17,82.32,0.693,-0.859,-0.4,0
8312,15.97,196.42,-1.097,-1.308,1.084,0
8313,12.26,136.63,-2.056,-0.317,2.499,0
8314,13.13,15.72,0.283,1.415,-0.561,0
8315,11.92,3.09,0.384,-0.182,-0.366,0
8316,1.7,8.47,-1.246,0.313,1.111,0
8317,18.82,22.3,-0.152,1.942,-0.906,0
8318,22.19,54.55,1.347,0.363,-0.792,0
8319,15.49,13.13,1.234,-0.99,1.997,0
8320,13.12,124.01,-0.24,0.941,-1.19,0
8321,0.57,86.23,-0.813,-0.571,0.622,0
8322,7.44,65.93,-2.282,0.297,0.899,0
8323,11.86,26.48,-1.316,-1.552,-0.593,0
8324,11.59,42.16,1.31,-0.804,-1.491,0
8325,23.75,181.95,-0.175,-0.066,-1.131,0
8326,19.57,7.06,1.053,0.12,-2.873,0
8327,9.96,20.37,-1.799,-0.525,-1.685,0
8328,4.51,10.97,-1.009,-0.127,-0.388,0
8329,10.58,53.94,-1.841,-1.929,0.024,0
8330,13.7,77.25,1.693,1.422,0.04,0
8331,20.25,83.61,0.69,-2.022,-1.083,0
8332,21.89,15.6,-0.32,-1.248,-0.187,0
8333,9.92,13.71,-0.488,-0.111,1.363,0
8334,17.14,54.01,-0.425,-1.926,0.454,0
8335,11.49,69.02,-0.928,-1.94,-0.851,0
8336,22.83,91.02,0.788,-0.047,0.964,0
8337,18.41,24.52,0.923,-0.824,-1.189,0
8338,14.26,35.68,1.758,0.509,-0.118,0
8339,17.78,87.14,-0.49,1.004,-1.782,0
8340,13.15,284.6,-0.011,1.222,3.47,0
8341,23.79,671.08,-1.079,0.441,-1.678,0
8342,10.95,87.04,-1.398,0.463,1.53,0
8343,12.78,14.6,2.911,0.332,0.081,0
8344,6.97,9.05,-0.528,1.224,-0.871,0
8345,14.82,22.27,-0.091,2.133,1.456,0
8346,22.58,12.38,-1.774,0.68,0.375,0
8347,16.38,27.61,-1.264,-0.85,1.052,0
8348,12.46,56.92,-0.505,-0.402,-0.673,0
8349,13.42,51.91,0.299,1.953,0.117,0
8350,1.47,37.87,-0.7,-0.367,-0.367,0
8351,18.72,28.13,0.93,-0.567,-0.511,0
8352,20.78,84.01,0.44,-0.343,-1.178,0
8353,1.05,29.06,1.521,0.7,-0.08,0
8354,14.61,36.33,0.226,2.235,-1.152,0
8355,9.81,6.26,1.195,0.3,-1.781,0
8356,9.55,25.84,-0.899,1.148,-1.471,0
8357,11.61,248.12,1.914,-1.554,-0.396,0
8358,7.55,15.29,1.36,0.554,-0.305,0
8359,9.68,44.84,-0.637,-0.644,-0.708,0
8360,11.7,364.22,-1.198,-0.333,0.948,0
8361,15.27,80.3,-0.404,0.179,-2.245,0
8362,19.4,109.51,-3.061,2.206,0.21,0
8363,22.89,68.94,-0.757,0.193,-3.828,0
8364,11.06,6.32,-2.249,-0.017,0.202,0
8365,14.92,55.17,2.06,0.558,-2.434,0
8366,18.33,30.72,1.31,-2.239,-0.06,0
8367,17.01,97.88,-1.911,0.759,2.841,0
8368,15.46,13.21,-0.729,-1.334,0.007,0
8369,0.24,33.13,-0.162,-0.148,0.038,0
8370,13.07,30.21,-1.046,-1.03,0.55,0
8371,16.73,33.33,-1.47,-0.697,-0.792,0
8372,9.68,47.84,-0.202,0.051,0.317,0
8373,10.47,6.59,-0.342,-0.4,0.676,0
8374,20.11,20.84,-0.445,-0.826,-1.5,0
8375,8.29,42.98,1.002,0.614,0.202,0
8376,9.05,11.66,1.281,0.381,-0.036,0
8377,21.25,95.74,-1.117,0.802,0.327,0
8378,15.57,26.39,1.51,2.148,-1.405,0
8379,17.16,19.04,1.365,0.45,-0.161,0
8380,16.62,57.59,-0.681,0.381,0.785,0
8381,16.61,17.38,-1.214,-0.277,3.463,0
8382,23.31,18.96,-4.314,-0.178,1.494,0
8383,18.74,22.95,-0.319,0.837,3.048,0
8384,12.34,194.9,-1.476,-1.574,-2.147,0
8385,15.64,253.21,-2.021,-1.071,-0.869,0
8386,20.58,76.87,-0.464,-0.578,1.493,0
8387,18.39,60.97,-1.172,1.7,0.531,0
8388,21.42,171.47,0.876,0.99,-0.174,0
8389,13.91,122.27,0.644,-0.474,0.584,0
8390,2.66,13.77,-1.029,0.746,1.866,0
8391,14.17,23.01,-0.319,2.398,-1.326,0
8392,6.66,36.39,0.926,0.629,0.279,0
8393,10.46,22.38,2.832,0.2,-1.246,0
8394,10.69,49.77,-2.789,0.45,2.765,0
8395,7.05,284.78,-1.287,-0.644,1.327,0
8396,13.6,32.83,0.903,0.684,0.337,0
8397,17.68,13.53,-0.164,-0.456,1.716,0
8398,5.59,76.6,-0.279,-1.208,-0.629,0
8399,12.49,95.5,-0.86,-0.355,-0.217,0
8400,13.09,36.21,1.464,-0.485,-0.64,0
8401,9.42,97.96,-1.658,0.062,1.494,0
8402,12.08,299.98,0.616,-0.049,0.735,0
8403,17.08,10.26,0.738,0.971,-1.516,0
8404,17.26,25.37,1.707,-1.353,0.155,0
8405,9.7,9.94,-1.751,0.052,3.511,0
8406,21.63,60.03,0.054,0.765,-0.256,0
8407,17.13,96.19,-0.662,1.371,-0.008,0
8408,6.67,414.64,-1.183,-3.09,-0.813,0
8409,15.68,17.9,-0.689,-1.988,-0.528,0
8410,11.17,97.99,0.164,0.839,-0.731,0
