Area_sqft,Bedrooms,Bathrooms,Age_years,Location,Price
2115.0,3,3.0,25.9,Rural,300741.0
2374.0,2,2.0,25.7,Downtown,377562.0
1773.0,3,2.0,37.4,Downtown,301064.0
1601.0,3,2.0,10.7,Waterfront,331209.0
1762.0,3,3.0,43.9,Downtown,337818.0
1179.0,2,3.0,39.1,Downtown,230704.0
2175.0,3,4.0,15.6,Downtown,385808.0
2845.0,4,1.0,9.7,Suburb,416220.0
1426.0,1,2.0,8.9,Downtown,245374.0
1974.0,3,4.0,15.3,Waterfront,388547.0
1892.0,1,3.0,30.0,Suburb,297233.0
1064.0,3,3.0,26.3,Rural,144843.0
2394.0,3,3.0,19.0,Suburb,369531.0
1719.0,3,2.0,20.5,Suburb,287790.0
2079.0,5,2.0,40.4,Suburb,303598.0
1640.0,2,2.0,3.0,Suburb,290523.0
1677.0,2,2.0,44.3,Downtown,297146.0
1550.0,2,2.0,11.9,Suburb,301549.0
2609.0,4,3.0,25.5,Waterfront,455026.0
1862.0,2,4.0,43.8,Suburb,263092.0
1502.0,4,3.0,21.4,Rural,259533.0
1920.0,4,2.0,30.5,Suburb,320039.0
1983.0,5,2.0,23.7,Waterfront,414408.0
2102.0,3,1.0,3.6,Suburb,350359.0
1755.0,4,2.0,11.1,Suburb,298218.0
1740.0,3,2.0,9.6,Waterfront,382109.0
1026.0,5,4.0,29.8,Suburb,224681.0
1334.0,5,1.0,10.7,Downtown,307914.0
858.0,1,1.0,25.1,Downtown,190447.0
1773.0,3,3.0,32.2,Waterfront,312280.0
2191.0,3,4.0,10.2,Suburb,375197.0
2674.0,4,1.0,18.6,Suburb,402330.0
1177.0,2,1.0,12.4,Rural,198691.0
1479.0,3,1.0,26.1,Waterfront,296461.0
2649.0,3,3.0,15.8,Suburb,389174.0
1608.0,4,2.0,17.4,Downtown,311190.0
1968.0,2,3.0,41.6,Downtown,335173.0
1855.0,3,3.0,22.0,Rural,254742.0
1125.0,2,3.0,10.8,Suburb,208477.0
1613.0,1,3.0,0.0,Waterfront,339228.0
2652.0,4,2.0,31.6,Suburb,396795.0
2183.0,3,4.0,27.9,Suburb,342921.0
2793.0,4,2.0,8.3,Waterfront,495066.0
1972.0,4,4.0,6.8,Suburb,336843.0
1327.0,3,2.0,23.6,Rural,212209.0
2024.0,3,3.0,18.8,Suburb,325230.0
1670.0,3,1.0,16.2,Downtown,319797.0
1916.0,4,2.0,38.6,Downtown,320792.0
2468.0,2,2.0,2.5,Suburb,359046.0
3050.0,1,1.0,4.6,Suburb,420496.0
1964.0,2,2.0,11.3,Suburb,297349.0
1517.0,5,3.0,20.6,Rural,269430.0
2108.0,3,2.0,17.1,Downtown,346786.0
1956.0,5,2.0,15.6,Rural,305320.0
1750.0,2,2.0,23.7,Suburb,280628.0
1552.0,2,3.0,42.0,Downtown,269413.0
1593.0,4,1.0,44.8,Downtown,317574.0
1589.0,4,4.0,24.0,Rural,266274.0
1134.0,5,2.0,12.0,Rural,232234.0
2153.0,3,2.0,27.1,Suburb,310695.0
2002.0,3,2.0,22.0,Rural,295925.0
1876.0,3,3.0,36.8,Waterfront,363812.0
629.0,3,2.0,44.9,Waterfront,203206.0
1649.0,1,1.0,43.2,Suburb,221602.0
2422.0,4,4.0,44.6,Suburb,361570.0
2097.0,3,2.0,5.1,Downtown,400165.0
1317.0,2,2.0,13.3,Rural,209510.0
1655.0,3,1.0,8.6,Rural,240403.0
2127.0,3,2.0,12.6,Suburb,337286.0
1589.0,4,3.0,22.0,Suburb,287944.0
2126.0,3,3.0,9.6,Rural,337987.0
942.0,2,3.0,19.9,Suburb,193992.0
1890.0,3,3.0,38.7,Downtown,320444.0
2179.0,3,3.0,40.9,Rural,304643.0
